# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_FRAME_SHIFT+START_LOST	variants_effect_FRAME_SHIFT+STOP_GAINED	variants_effect_FRAME_SHIFT+STOP_LOST	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_SPLICE_SITE_ACCEPTOR+INTRON	variants_effect_SPLICE_SITE_DONOR+INTRON	variants_effect_START_LOST+CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_START_LOST+CODON_INSERTION	variants_effect_STOP_GAINED	variants_effect_STOP_GAINED+CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_STOP_GAINED+CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_STOP_GAINED+CODON_INSERTION	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_UPSTREAM	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
ASF1	PF3D7_1119800	PF3D7_1119800.1		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASF1	PF3D7_1224500	PF3D7_1224500.1		0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
ASL	PF3D7_0206700	PF3D7_0206700.1		0	0	0	44	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
ASP	PF3D7_0405900	PF3D7_0405900.1		1	0	0	9	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5000	1	0	153	1	0	113	0	0	0	0	0	0	0	0	0	3	0	5000
ATCase	PF3D7_1344800	PF3D7_1344800.1		0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
ATG11	PF3D7_0216700	PF3D7_0216700.1		0	0	0	36	0	0	0	0	26	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	26	0	5000	0	0	0	3	0	274	0	0	0	0	0	0	0	0	0	7	0	5000
ATG11	PF3D7_0216700	PF3D7_0216700.2		0	0	0	36	0	0	0	0	26	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	26	0	5000	0	0	0	3	0	274	0	0	0	0	0	0	0	0	0	7	0	5000
ATG12	PF3D7_1470000	PF3D7_1470000.1		0	0	0	7	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	5000	0	0	0	4	0	435	0	0	0	0	0	0	0	0	0	1	0	5000
ATG18	PF3D7_1012900	PF3D7_1012900.1		0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
ATG23	PF3D7_1126700	PF3D7_1126700.1		1	0	0	14	0	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	5000	1	0	111	3	0	183	0	0	0	0	0	0	0	0	0	7	0	5000
ATG3	PF3D7_0905700	PF3D7_0905700.1		0	0	0	8	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	7	0	154	0	0	0	0	0	0	0	0	0	0	0	0
ATG3	PF3D7_0905700	PF3D7_0905700.2		0	0	0	8	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	7	0	154	0	0	0	0	0	0	0	0	0	0	0	0
ATG3	PF3D7_0905700	PF3D7_0905700.3		0	0	0	7	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	5	0	154	0	0	0	0	0	0	0	0	0	0	0	0
ATG4	PF3D7_1417300	PF3D7_1417300.1		0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
ATG5	PF3D7_1430400	PF3D7_1430400.1		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
ATG7	PF3D7_1126100	PF3D7_1126100.1		1	0	1	22	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	10	12	0	5000	2	0	3864	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000
ATG8	PF3D7_1019900	PF3D7_1019900.1		0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
ATP11	PF3D7_1209800	PF3D7_1209800.1		0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
ATP4	PF3D7_1211900	PF3D7_1211900.1		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
ATP6	PF3D7_0106300	PF3D7_0106300.1		0	0	0	10	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	5000	0	0	0	1	0	143	0	0	0	0	0	0	0	0	0	6	0	5000
ATPase1	PF3D7_0516100	PF3D7_0516100.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
ATPase2	PF3D7_1219600	PF3D7_1219600.1		0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
ATPase3	PF3D7_0504000	PF3D7_0504000.1		0	1	1	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	5000	2	0	6848	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
ATPase7	PF3D7_0319000	PF3D7_0319000.1		0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
ATX3	PF3D7_1226800	PF3D7_1226800.1		0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
AdoMetDC/ODC	PF3D7_1033100	PF3D7_1033100.1		0	0	0	21	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5000
AlaRS	PF3D7_1367700	PF3D7_1367700.1		0	0	0	24	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	20	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
ApiAP2	PF3D7_0404100	PF3D7_0404100.1		3	2	8	16	0	0	0	1	4	1	0	1	0	1	7	0	0	0	0	1	0	0	0	0	2	0	11	4	0	5000	13	0	6411	1	0	139	0	0	0	0	0	0	0	0	0	11	0	5000
ApiAP2	PF3D7_0420300	PF3D7_0420300.1		2	0	3	6	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	5000	5	0	10422	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
ApiAP2	PF3D7_0516800	PF3D7_0516800.1		0	0	7	19	0	2	0	3	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	4	0	5000	7	0	7137	0	0	0	0	0	0	0	0	0	0	0	0	15	0	5000
ApiAP2	PF3D7_0611200	PF3D7_0611200.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
ApiAP2	PF3D7_0613800	PF3D7_0613800.1		2	5	11	19	0	0	1	3	11	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	8	11	0	5000	18	0	8857	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
ApiAP2	PF3D7_0622900	PF3D7_0622900.1		0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000
ApiAP2	PF3D7_0802100	PF3D7_0802100.1		0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
ApiAP2	PF3D7_0934400	PF3D7_0934400.1		0	0	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
ApiAP2	PF3D7_1007700	PF3D7_1007700.1		0	1	1	14	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	3	0	5000	2	0	4794	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000
ApiAP2	PF3D7_1107800	PF3D7_1107800.1		0	0	0	17	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	5000	0	0	0	2	0	248	0	0	0	0	0	0	0	0	0	10	0	5000
ApiAP2	PF3D7_1115500	PF3D7_1115500.1		0	0	0	16	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
ApiAP2	PF3D7_1139300	PF3D7_1139300.1		0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
ApiAP2	PF3D7_1222400	PF3D7_1222400.1		4	1	5	29	1	0	0	0	22	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	7	22	0	5000	10	0	7677	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
ApiAP2	PF3D7_1239200	PF3D7_1239200.1		0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
ApiAP2	PF3D7_1305200	PF3D7_1305200.1		0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
ApiAP2	PF3D7_1317200	PF3D7_1317200.1		0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
ApiAP2	PF3D7_1342900	PF3D7_1342900.1		1	0	1	8	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5000	2	0	11577	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
ApiAP2	PF3D7_1350900	PF3D7_1350900.1		0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
ApiAP2	PF3D7_1429200	PF3D7_1429200.1		0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
ApiAP2	PF3D7_1449500	PF3D7_1449500.1		0	0	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000
ApiAP2	PF3D7_1456000	PF3D7_1456000.1		0	0	2	17	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	5000	2	0	4048	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000
ApiAP2	PF3D7_1466400	PF3D7_1466400.1		0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
AsnRS	PF3D7_0211800	PF3D7_0211800.1		0	0	0	23	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000
AsnRS	PF3D7_0509600	PF3D7_0509600.1		0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
AspAT	PF3D7_0204500	PF3D7_0204500.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
B9	PF3D7_0317100	PF3D7_0317100.1		0	0	0	13	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	5000	0	0	0	1	0	291	0	0	0	0	0	0	0	0	0	10	0	5000
BCKDH-E2	PF3D7_0303700	PF3D7_0303700.1		0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
BCKDHA	PF3D7_1312600	PF3D7_1312600.1		0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
BCKDHB	PF3D7_0504600	PF3D7_0504600.1		0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
BDP1	PF3D7_1033700	PF3D7_1033700.1		0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
BDP2	PF3D7_1212900	PF3D7_1212900.1		0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
BET3	PF3D7_0418500	PF3D7_0418500.1		0	0	0	15	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	5000	0	0	0	1	0	229	0	0	0	0	0	0	0	0	0	7	0	5000
BET5	PF3D7_1405200	PF3D7_1405200.1		0	0	0	17	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	5000	0	0	0	1	0	88	0	0	0	0	0	0	0	0	0	12	0	5000
BOP1	PF3D7_1405800	PF3D7_1405800.1		0	0	0	16	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
BRR2	PF3D7_0422500	PF3D7_0422500.1		0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
BUD13	PF3D7_1246600	PF3D7_1246600.1		0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
BUD31	PF3D7_0522800	PF3D7_0522800.1		0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
BUD32	PF3D7_0708300	PF3D7_0708300.1		0	0	0	13	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	5000	0	0	0	1	0	196	0	0	0	0	0	0	0	0	0	8	0	5000
CA	PF3D7_1140000	PF3D7_1140000.1		0	0	1	8	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	5000	1	0	1327	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
CAF1	PF3D7_0501800	PF3D7_0501800.1		0	0	5	10	0	0	1	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	6	0	5000	5	0	3231	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
CAF1	PF3D7_0811300	PF3D7_0811300.1		0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
CAF16	PF3D7_1434000	PF3D7_1434000.1		0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	98	0	0	0	0	0	0	0	0	0	2	0	5000
CAF40	PF3D7_0507600	PF3D7_0507600.1		0	0	0	29	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5000
CAM	PF3D7_1434200	PF3D7_1434200.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAP	PF3D7_0105300	PF3D7_0105300.1		0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
CARL	PF3D7_0321900	PF3D7_0321900.1		0	0	0	8	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	5000	0	0	0	1	0	94	0	0	0	0	0	0	0	0	0	3	0	5000
CARM1	PF3D7_0811500	PF3D7_0811500.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
CAX	PF3D7_0603500	PF3D7_0603500.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
CBF5	PF3D7_1417500	PF3D7_1417500.1		0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
CBWD1	PF3D7_1405500	PF3D7_1405500.1		0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR4	PF3D7_0519500	PF3D7_0519500.1		4	1	2	9	1	0	0	0	8	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	8	0	5000	7	0	6504	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
CCT	PF3D7_1316600	PF3D7_1316600.1		0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
CCT2	PF3D7_0306800	PF3D7_0306800.1		0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
CCT3	PF3D7_1229500	PF3D7_1229500.1		0	0	0	16	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	5000	0	0	0	1	0	147	0	0	0	0	0	0	0	0	0	8	0	5000
CCT4	PF3D7_1357800	PF3D7_1357800.1		0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT5	PF3D7_0320300	PF3D7_0320300.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
CCT6	PF3D7_0608700	PF3D7_0608700.1		0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
CCT7	PF3D7_0308200	PF3D7_0308200.1		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
CCT8	PF3D7_0214000	PF3D7_0214000.1		0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
CCp1	PF3D7_1475500	PF3D7_1475500.1		0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
CCp2	PF3D7_1455800	PF3D7_1455800.1		0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
CCp3	PF3D7_1407000	PF3D7_1407000.1		0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
CCp4	PF3D7_0903800	PF3D7_0903800.1		0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
CCp5	PF3D7_0109100	PF3D7_0109100.1		0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
CDC20	PF3D7_1026400	PF3D7_1026400.1		0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
CDPK1	PF3D7_0217500	PF3D7_0217500.1		0	0	0	22	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	5000	0	0	0	4	0	129	0	0	0	0	0	0	0	0	0	7	0	5000
CDPK2	PF3D7_0610600	PF3D7_0610600.1		0	0	0	14	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	5000	0	0	0	3	0	251	0	0	0	0	0	0	0	0	0	6	0	5000
CDPK3	PF3D7_0310100	PF3D7_0310100.1		0	0	0	16	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	5000	0	0	0	1	0	101	0	0	0	0	0	0	0	0	0	3	0	5000
CDPK4	PF3D7_0717500	PF3D7_0717500.1		0	0	0	11	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	5000	0	0	0	1	0	347	0	0	0	0	0	0	0	0	0	7	0	5000
CDPK5	PF3D7_1337800	PF3D7_1337800.1		0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
CDPK6	PF3D7_1122800	PF3D7_1122800.1		0	0	2	8	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5000	2	0	3325	1	0	188	0	0	0	0	0	0	0	0	0	5	0	5000
CDPK7	PF3D7_1123100	PF3D7_1123100.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
CDS	PF3D7_1409900	PF3D7_1409900.1		0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
CELF1	PF3D7_1359400	PF3D7_1359400.1		0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
CELF2	PF3D7_1409800	PF3D7_1409800.1		0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
CEN1	PF3D7_0107000	PF3D7_0107000.1		0	0	0	8	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	1	0	196	0	0	0	0	0	0	0	0	0	4	0	5000
CEN2	PF3D7_1446600	PF3D7_1446600.1		0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000
